rank,npi,name,state,total_impact,confidence,num_methods,primary_method,actionable_notes
1,1699703827,LOS ANGELES COUNTY DEPARTMENT OF MENTAL HEALTH,CA,5470622023.55,high,19,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Billed every day; Public entity; policy review likely
2,1629436241,"DEPARTMENT OF INTELLECTUAL AND DEVELOPMENTAL DISABILITIES, STATE OF TN",TN,2310755441.91,high,12,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Public entity; policy review likely
3,1982757688,ALABAMA DEPARTMENT OF MENTAL HEALTH AND MENTAL RETARDATION,AL,2143903298.03,high,11,composite_multi_signal,High confidence; 3+ independent signals; Public entity; policy review likely
4,1356709976,"DEPARTMENT OF INTELLECTUAL AND DEVELOPMENTAL DISABILITIES, STATE OF TN",TN,1360272633.69,high,10,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Public entity; policy review likely
5,1710176151,GUARDIANTRAC. LLC,MI,1316290874.63,high,15,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Billed every day; Sudden growth or stop pattern
6,1376554592,CITY OF CHICAGO,IL,1159564616.53,high,9,composite_temporal_plus_statistical,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
7,1750504064,DEPARTMENT OF DEVELOPMENTAL SERVICES,MA,1077098762.38,high,13,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Public entity; policy review likely
8,1326168840,DEPARTMENT OF HEALTH AND SENIOR SERVICES,NJ,973772850.97,high,7,composite_network_plus_volume,High confidence; 3+ independent signals; Network or middleman billing pattern; Public entity; policy review likely
9,1932341898,"MAINS'L FLORIDA, INC.",MN,973247194.73,high,7,kickback_premium,High confidence; 3+ independent signals; Sudden growth or stop pattern
10,1083783013,"NEW PARTNERS, INC",NY,911568858.38,high,11,composite_multi_signal,High confidence; 3+ independent signals; Billed every day; Sudden growth or stop pattern
11,1518096411,COMMONWEALTH OF MASSACHUSETS,MA,887860902.90,high,12,high_risk_category,High confidence; 3+ independent signals; Network or middleman billing pattern
12,1134250475,COMMONWEALTH OF MASS-DDS,MA,862379277.84,high,10,high_risk_category,High confidence; 3+ independent signals
13,1396049987,COMMUNITY ASSISTANCE RESOURCES & EXTENDED SERVICES INC,NY,802978391.72,high,12,shared_bene_count,High confidence; 3+ independent signals; Sudden growth or stop pattern
14,1124494059,TENNESSEE DEPARTMENT OF CHILDREN'S SERVICES,TN,765081317.55,high,6,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
15,1245354000,COMMONWEALTH OF MASSACHUSETTS-DDS,MA,753672172.01,high,7,high_risk_category,High confidence; 3+ independent signals
16,1538649983,CONSUMER DIRECT CARE NETWORK VIRGINIA,MT,674831383.69,high,14,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
17,1104963347,COUNTY OF ORANGE,CA,667219214.94,high,6,upcoding,High confidence; 3+ independent signals; Implausible volume or upcoding signal; Public entity; policy review likely
18,1043386659,COUNTY OF SACRAMENTO,CA,641858065.67,high,6,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
19,1124304621,"PUBLIC PARTNERSHIPS-COLORADO, INC.",MA,625576846.93,high,6,high_risk_category,High confidence; 3+ independent signals; Public entity; policy review likely
20,1306875695,"YOUTH VILLAGES, INC.",TN,595778624.47,high,6,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
21,1720145378,ACUMEN FISCAL AGENT LLC,AZ,567186839.52,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
22,1952346876,"AOC TX, LLC",TX,545994209.31,high,8,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
23,1720121106,"BANCROFT, A NEW JERSEY NONPROFIT CORPORATION",NJ,515043587.36,high,7,high_risk_category,High confidence; 3+ independent signals; Sudden growth or stop pattern
24,1780045542,NV ST DV MH DS DESERT DEV CENTER,NV,512611425.03,high,7,address_cluster_flagged,High confidence; 3+ independent signals; Network or middleman billing pattern
25,1417099789,CITY & COUNTY OF SAN FRANCISCO,CA,502376163.68,high,8,new_relationship_high_volume,High confidence; 3+ independent signals; Public entity; policy review likely
26,1053641498,CENTRIA HEALTHCARE LLC,MI,500409741.44,high,4,iqr_outlier,High confidence; 3+ independent signals
27,1073730347,MA-DEPARTMENT OF SOCIAL SERVICES-REHAB,MA,487108145.61,high,4,shared_bene_count,High confidence; 3+ independent signals; Public entity; policy review likely
28,1164535274,ZOLL SERVICES LLC,PA,486279019.99,high,5,hhi_per_code,High confidence; 3+ independent signals
29,1558672279,"NATERA, INC.",CA,476952884.34,high,6,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
30,1881708899,SHIELD CALIFORNIA HEALTH CARE CENTER INC,CA,473066885.12,high,3,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern
31,1134152986,NATIONWIDE CHILDREN'S HOSPITAL,OH,447001335.66,high,9,isolation_forest,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
32,1275849283,"DAP HEALTH, INC.",CA,445418727.33,high,5,change_point_cusum,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
33,1932721834,"ARION CARE SOLUTIONS, LLC",AZ,440712652.57,high,4,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
34,1780630608,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,VA,439701083.46,high,7,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
35,1760480503,PHOENIX CHILDREN'S HOSPITAL,AZ,435255346.19,high,5,address_cluster_flagged,High confidence; 3+ independent signals
36,1518911338,UNIVERSITY OF KENTUCKY,KY,427258108.71,high,5,address_cluster_flagged,High confidence; 3+ independent signals; Public entity; policy review likely
37,1801027404,"CONSUMER DIRECTED SERVICES IN TEXAS, INC.",TX,415505020.13,high,7,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
38,1184779332,SCOTTISH RITE CHILDREN'S MEDICAL CENTER,GA,387941198.32,high,8,new_relationship_high_volume,High confidence; 3+ independent signals; Implausible volume or upcoding signal
39,1528263910,COUNTY OF SANTA CLARA,CA,387812060.05,high,14,composite_multi_signal,High confidence; 3+ independent signals; Billed every day; Sudden growth or stop pattern; Public entity; policy review likely
40,1861506560,CHILDREN'S HOSPITAL MEDICAL CENTER OF AKRON,OH,378739452.32,high,9,address_cluster_flagged,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
41,1063436723,"WALL RESIDENCES, LLC",VA,375708244.34,high,7,high_risk_category,High confidence; 3+ independent signals
42,1114931391,TEXAS DEPARTMENT OF STATE HEALTH,TX,369781560.58,high,10,hhi_per_code,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
43,1447886288,STATE OF MISSOURI,MO,363233053.45,high,7,address_cluster_flagged,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern; Public entity; policy review likely
44,1023140498,COMMONWEALTH OF MASSACHUSETTS-DDS,MA,352577622.02,high,5,iqr_outlier,High confidence; 3+ independent signals
45,1942339825,COMMONWEALTH OF MASSACHUSETTS,MA,348052666.07,high,4,iqr_outlier,High confidence; 3+ independent signals
46,1528281532,DEPARTMENT OF DEVELOPMENTAL SERVICES,MA,342161747.93,high,6,shared_bene_count,High confidence; 3+ independent signals; Public entity; policy review likely
47,1821456526,COMMUNITY ACCESS UNLIMITED,NJ,330405002.04,high,6,high_risk_category,High confidence; 3+ independent signals; Sudden growth or stop pattern
48,1982735643,COMMONWEALTH OF MASS-DDS,MA,327730824.72,high,5,iqr_outlier,High confidence; 3+ independent signals
49,1982747192,STATE OF ALABAMA DEPARTMENT OF PUBLIC HEALTH,AL,313546146.22,high,7,captive_referral,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
50,1730451071,"COORDINATED BEHAVIORAL CARE, INC",NY,308822248.25,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
51,1184703415,"CONCEPTS OF INDEPENDENCE, INC.",NY,307105980.34,high,7,high_risk_category,High confidence; 3+ independent signals; Billed every day; Sudden growth or stop pattern
52,1316943566,"ACADIAN AMBULANCE SERVICE, INC.",LA,306913430.23,high,3,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
53,1801276738,"PALCO, INC.",AR,304254032.30,high,7,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
54,1417349622,THE COLLABORATIVE FOR CHILDREN AND FAMILIES,NY,301611959.87,high,6,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
55,1326111337,ALABAMA DEPARTMENT OF SENIOR SERVICES,AL,300283040.30,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
56,1245414721,"CAREGIVER HOMES OF MASSACHUSETTS, INC",MA,298042183.05,high,3,gev_extreme_value,High confidence; 3+ independent signals
57,1053688572,NORTH SHORE-LIJ MEDICAL PC,NY,298006865.81,high,6,upcoding,High confidence; 3+ independent signals; Network or middleman billing pattern; Implausible volume or upcoding signal; Sudden growth or stop pattern
58,1770795536,MISSISSIPPI DEPARTMENT OF REHABILITAION SVS,MS,294081421.23,high,3,iqr_outlier,High confidence; 3+ independent signals; Public entity; policy review likely
59,1114058872,COMMONWEALTH OF MASS-DDS,MA,294040206.83,high,5,iqr_outlier,High confidence; 3+ independent signals
60,1083715460,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NY,293612753.98,medium,2,gev_extreme_value,Public entity; policy review likely
61,1386773273,COMMONWEALTH OF MASSACHUSETTS,MA,289501276.30,high,4,iqr_outlier,High confidence; 3+ independent signals
62,1659769446,"BRIGHTVIEW, LLC",OH,288640667.17,high,8,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
63,1609099910,DEPARTMENT OF DEVELOPMENTAL SERVICES,MA,288146415.05,high,3,iqr_outlier,High confidence; 3+ independent signals; Public entity; policy review likely
64,1679524961,"LEGACY COMMUNITY HEALTH SERVICES, INC",TX,285336910.40,high,8,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
65,1437175734,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,VA,284182744.88,high,7,address_cluster_flagged,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
66,1720151046,PREMIER HOME HEALTH CARE SERVICES INC,NY,283099375.99,high,9,composite_multi_signal,High confidence; 3+ independent signals; Billed every day
67,1588157424,"BHPN, LLC",CA,282136147.58,high,8,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
68,1295869428,COMMONWEALTH OF MASSACHUSETTS-DDS,MA,281166435.77,high,5,iqr_outlier,High confidence; 3+ independent signals
69,1447641493,"CHHUNY, LLC",NY,280032276.09,high,6,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
70,1407855240,"ROCKY MOUNTAIN HOLDINGS, LLC",AL,279706343.54,medium,2,gev_extreme_value,Statistical outlier vs peers
71,1770700221,HOWARD CENTER INC,VT,279029128.73,high,3,new_relationship_high_volume,High confidence; 3+ independent signals
72,1124231782,"MOORE CENTER SERVICES, INC.",NH,277967582.02,high,4,gev_extreme_value,High confidence; 3+ independent signals
73,1114070752,NATIONAL MENTOR HEALTHCARE,AZ,274644575.92,medium,2,iqr_outlier,Statistical outlier vs peers
74,1518022763,"GRANITE BAY CARE, INC",ME,270306343.13,high,7,random_forest,High confidence; 3+ independent signals; Sudden growth or stop pattern
75,1437156635,"EASTER SEALS DELAWARE & MARYLANDS EASTERN SHORE, INC",DE,270083295.81,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
76,1619334323,CONSUMER DIRECT DISTRICT OF COLUMBIA,MT,268879996.86,high,6,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
77,1700120888,"HAMASPIK OF KINGS COUNTY, INC.",NY,264619312.85,high,8,high_risk_category,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
78,1588659528,RHODE ISLAND HOSPITAL,RI,263940877.56,high,7,pharmacy_rate_outlier,High confidence; 3+ independent signals
79,1700090834,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,CA,263596939.35,high,8,dbscan,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern; Public entity; policy review likely
80,1447382817,COMMONWEALTH OF MASSACHUSETTS-DDS,MA,263343204.04,high,5,iqr_outlier,High confidence; 3+ independent signals
81,1902023526,"CUMBERLAND RIVER BEHAVIORAL HEALTH, INC",KY,263174629.42,high,3,iqr_outlier,High confidence; 3+ independent signals
82,1295827780,"DEGC ENTERPRISES (U.S.), INC.",FL,262374201.52,high,3,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
83,1629407069,"EXACT SCIENCES LABORATORIES, LLC",WI,259542859.59,high,7,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
84,1376609297,"TEMPUS UNLIMITED, INC.",MA,257083149.60,high,18,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Billed every day; Sudden growth or stop pattern
85,1154480069,"DAP HEALTH, INC.",CA,255325129.73,high,5,change_point_cusum,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
86,1356334577,MINIMED DISTRIBUTION CORP.,CA,252867891.19,high,3,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
87,1205965258,COMMONWEALTH OF MASSACHUSETTS,MA,252686600.82,high,4,iqr_outlier,High confidence; 3+ independent signals
88,1700947298,GATEWAYS COMMUNITY SERVICES,NH,251572221.30,high,6,specialty_mismatch,High confidence; 3+ independent signals; Sudden growth or stop pattern
89,1790826600,STILLAGUAMISH TRIBE OF INDIANS,WA,250765229.35,high,7,gev_extreme_value,High confidence; 3+ independent signals
90,1679525919,THE CLEVELAND CLINIC FOUNDATION,OH,247154650.89,high,16,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Implausible volume or upcoding signal; Sudden growth or stop pattern
91,1245364595,COMMONWEALTH OF MASSACHUSETTS-DDS,MA,243861096.13,high,5,iqr_outlier,High confidence; 3+ independent signals
92,1851422661,COMMONWEALTH OF MASS-DDS,MA,243561755.10,high,7,iqr_outlier,High confidence; 3+ independent signals
93,1245765163,HHSC WIC PROGRAM,TX,238382447.88,medium,2,iqr_outlier,Statistical outlier vs peers
94,1396767430,"CENTERSTONE OF TENNESSEE, INC.",TN,236476479.30,high,4,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern
95,1679602502,COMMONWEALTH OF MASSACHUSETTS,MA,236456331.29,high,3,iqr_outlier,High confidence; 3+ independent signals
96,1548212988,CHILDREN'S HOSPITAL MEDICAL CENTER,OH,234032344.93,high,7,isolation_forest,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
97,1891765178,COOK CHILDREN'S MEDICAL CENTER,TX,232973242.57,high,9,isolation_forest,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
98,1043348808,NORTON HOSPITALS INC,KY,232904237.40,high,4,iqr_outlier,High confidence; 3+ independent signals
99,1730421553,ADDICTION RECOVERY CARE LLC,KY,232730824.15,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
100,1003039322,DEPARTMENT OF DEVELOPMENTAL SERVICES,MA,232195501.82,high,5,iqr_outlier,High confidence; 3+ independent signals; Public entity; policy review likely
101,1316158983,"A.W. HOLDINGS, LLC",IN,231968318.51,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
102,1194743013,CHILDREN'S HEALTH SYSTEM OF TEXAS,TX,231667970.98,high,9,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
103,1477643690,TEXAS CHILDREN'S HOSPITAL,TX,228788612.51,high,12,isolation_forest,High confidence; 3+ independent signals; Network or middleman billing pattern; Implausible volume or upcoding signal; Sudden growth or stop pattern
104,1063431070,"JOHN F MURPHY HOMES, INC.",ME,228341135.12,high,3,iqr_outlier,High confidence; 3+ independent signals
105,1689712481,CAREGIVERS HOME HEALTH TX INC,TX,228070792.67,medium,2,iqr_outlier,Statistical outlier vs peers
106,1265802847,CARINGHOUSE PROJECTS,NJ,227711795.90,high,8,high_risk_category,High confidence; 3+ independent signals; Sudden growth or stop pattern
107,1043382302,"PROCARE PHARMACY DIRECT, LLC.",PA,224781053.17,high,6,pharmacy_rate_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
108,1962432682,"ADVANCE HI-TECH NURSING, INC.",TX,224248642.64,high,7,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
109,1639172810,BOWEN HEALTH INC,IN,223199410.91,high,4,new_relationship_high_volume,High confidence; 3+ independent signals
110,1457456279,HMH HOSPITALS CORPORATION,NJ,223094736.03,high,4,pharmacy_rate_outlier,High confidence; 3+ independent signals
111,1043279011,"PREFERRED HOME HEALTH CARE & NURSING SERVICES, INC.",NJ,221948079.24,high,3,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
112,1508089699,DEPARTMENT OF DEVELOPMENTAL SERVICES,MA,219017082.19,high,4,iqr_outlier,High confidence; 3+ independent signals; Public entity; policy review likely
113,1063525152,MONTEFIORE MEDICAL CENTER,NY,218472794.45,high,6,upcoding,High confidence; 3+ independent signals; Network or middleman billing pattern; Implausible volume or upcoding signal
114,1962083493,"REM MISSOURI, LLC",MO,218013245.38,high,5,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
115,1245239540,"HOME CARE DELIVERED, INC.",VA,210461504.01,medium,2,iqr_outlier,Statistical outlier vs peers
116,1396756938,COUNTY OF LOS ANGELES,CA,210253372.40,high,5,iqr_outlier,High confidence; 3+ independent signals; Public entity; policy review likely
117,1932541729,PUBLIC PARTNERSHIPS LLC,GA,209926760.28,high,6,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
118,1457379448,DAYTON CHILDREN'S HOSPITAL,OH,209622153.89,high,6,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
119,1003847807,"BAYADA HOME HEALTH CARE, INC.",NJ,208313287.48,medium,2,iqr_outlier,Statistical outlier vs peers
120,1932106010,"PERSONAL TOUCH HOME CARE OF NEW YORK, INC",NY,208291884.82,high,3,gev_extreme_value,High confidence; 3+ independent signals
121,1912939703,CHILDREN'S HOSPITAL,DC,207196704.26,high,5,iqr_outlier,High confidence; 3+ independent signals
122,1083632897,"MENTAL HEALTH COOPERATIVE, INC",TN,206761781.82,high,4,iqr_outlier,High confidence; 3+ independent signals
123,1992980387,"ABOUND HEALTH, LLC",NC,203100569.84,high,6,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
124,1255385399,MACOMB COUNTY COMMUNITY MENTAL HEALTH,MI,202618091.43,high,7,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
125,1053772905,SIERRA REGIONAL CENTER,NV,202487135.83,high,8,gev_extreme_value,High confidence; 3+ independent signals; Network or middleman billing pattern
126,1558781559,"X-TREME HOME CARE, INC.",NY,202096398.37,high,5,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
127,1033162987,"CONSUMER DIRECTED CHOICES, INC.",NY,200392084.34,high,5,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
128,1699896316,"REM COMMUNITY OPTIONS, INC.",WV,200041828.56,high,6,high_risk_category,High confidence; 3+ independent signals
129,1962564328,COMMUNITY BRIDGES,NH,199602786.23,high,4,gev_extreme_value,High confidence; 3+ independent signals
130,1215921457,CHILDRENS HOSPITAL OF PHILADELPHIA,PA,199367771.67,high,8,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
131,1578665048,OPTUM MEDICAL CARE OF NEW JERSEY PC,NJ,198972846.47,high,4,iqr_outlier,High confidence; 3+ independent signals; Network or middleman billing pattern
132,1437368891,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,AK,198397301.59,high,5,iqr_outlier,High confidence; 3+ independent signals
133,1053357905,"ADVANCED RESPIRATORY, INC.",MN,195958077.60,high,5,hhi_per_code,High confidence; 3+ independent signals; Sudden growth or stop pattern
134,1295752384,NORTHERN VALLEY INDIAN HEALTH INC,CA,193902399.00,high,7,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
135,1386022101,"SUPPORTED LIVING AND EMPLOYMENT SERVICES, INC.",MO,193382062.75,high,3,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
136,1750368700,LABORATORY CORPORATION OF AMERICA HOLDINGS,NC,192661254.11,high,8,geographic_impossibility,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
137,1265529168,STATE OF OKLAHOMA DEPT OF HUMAN SERVICES,OK,192488066.32,high,4,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern; Public entity; policy review likely
138,1265483457,COMMUNITY MENTAL HEALTH AUTHORITY OF CLINTON EATON INGHAM COUNTIES,MI,192158188.38,high,6,iqr_outlier,High confidence; 3+ independent signals
139,1174661078,"ABILITY360, INC,",AZ,190492501.65,high,3,gev_extreme_value,High confidence; 3+ independent signals
140,1285641514,LONG ISLAND JEWISH MEDICAL CENTER,NY,189385087.04,high,8,pharmacy_rate_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
141,1992805022,GOVERNMENT OF THE DISTRICT OF COLUMBIA OFFICE OF TAX AND REVENUE,DC,188811659.99,high,4,gev_extreme_value,High confidence; 3+ independent signals; Sudden growth or stop pattern
142,1740339381,"SYSTEMS UNLIMITED, INC.",IA,187924072.78,high,5,high_risk_category,High confidence; 3+ independent signals
143,1306182548,"ALIVIA SPECIALTY, LLC",PR,186680645.62,high,9,post_deactivation_billing,High confidence; 3+ independent signals; Sudden growth or stop pattern; Billing after deactivation
144,1487632998,GENEDX LLC,MD,186458114.37,high,6,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
145,1073608998,"ORSINI PHARMACEUTICAL SERVICES, LLC",IL,186251012.35,high,8,pharmacy_rate_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
146,1952476988,MONTEFIORE MEDICAL CENTER,NY,185852714.07,high,11,composite_multi_signal,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
147,1184602518,PRENTKE ROMICH COMPANY,OH,184640328.62,high,6,high_risk_category,High confidence; 3+ independent signals; Sudden growth or stop pattern
148,1942576905,VAV OPERATIONS LLC,IN,184537897.91,high,9,aba_concentration,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
149,1326502865,WE CARE DAILY CLINICS LLC,WA,184414830.80,high,11,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
150,1881622892,COMMUNITY MENTAL HEALTH FOR CENTRAL MICHIGAN,MI,183820036.43,high,5,post_deactivation_billing,High confidence; 3+ independent signals; Billing after deactivation
151,1003930256,COMMONWEALTH OF MASSACHUSETTS-DDS,MA,182740403.78,high,3,iqr_outlier,High confidence; 3+ independent signals
152,1790908002,DEPARTMENT OF DEVELOPMENTAL SERVICES,MA,182726394.20,high,5,iqr_outlier,High confidence; 3+ independent signals; Public entity; policy review likely
153,1659402303,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE,CA,182461282.97,high,10,upcoding,High confidence; 3+ independent signals; Network or middleman billing pattern; Implausible volume or upcoding signal; Public entity; policy review likely
154,1366780850,COMMUNITY CARE MANAGEMENT PARTNERS LLC (CCMP),NY,180460636.15,high,6,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
155,1366515488,THE CHILDREN'S MERCY HOSPITAL,MO,180256378.91,high,9,change_point_cusum,High confidence; 3+ independent signals; Network or middleman billing pattern; Sudden growth or stop pattern
156,1831263110,TOBII DYNAVOX LLC,PA,180149653.48,high,5,high_risk_category,High confidence; 3+ independent signals; Sudden growth or stop pattern
157,1134632599,SWINOMISH HEALTH SERVICES,WA,178572127.16,high,10,specialty_mismatch,High confidence; 3+ independent signals; Sudden growth or stop pattern
158,1518032622,"INDIANA UNIVERSITY HEALTH, INC",IN,177945032.65,medium,2,iqr_outlier,Public entity; policy review likely
159,1750053948,SRH CHN LEAD HEALTH HOME LLC,NY,177720037.98,high,3,iqr_outlier,High confidence; 3+ independent signals; Sudden growth or stop pattern
